item,rating,timestamp,user
i_734,4,875294549,u_461
i_136,4,883865567,u_496
i_209,5,891754985,u_880
i_1219,5,891961798,u_845
i_200,4,886374316,u_206
i_971,3,881086586,u_518
i_157,4,879438984,u_241
i_404,5,885594204,u_275
i_433,4,884365284,u_226
i_1067,4,880755693,u_815
i_142,4,882078955,u_30
i_118,2,882826915,u_47
i_433,4,879517682,u_138
i_23,4,892529713,u_804
i_321,5,874787587,u_153
i_456,4,876695307,u_639
i_336,3,881428365,u_81
i_467,2,888630742,u_523
i_1044,2,880182924,u_885
i_417,4,875313859,u_75
i_22,4,878092059,u_82
i_619,1,885547313,u_402
i_851,3,889214335,u_276
i_537,5,891249621,u_925
i_89,4,886366558,u_688
i_1105,3,889909962,u_162
i_36,3,886286926,u_696
i_336,2,881009697,u_185
i_89,4,884461774,u_784
i_165,3,889242704,u_133
i_822,2,884127370,u_12
i_695,4,890595726,u_190
i_42,3,874791805,u_37
i_652,3,887476919,u_650
i_9,2,879875644,u_310
i_604,3,879792974,u_404
i_238,4,891204271,u_817
i_277,5,888640356,u_172
i_24,4,882074345,u_30
i_563,5,888633129,u_489
i_808,5,875272009,u_76
i_1054,3,879876813,u_54
i_1123,3,887426300,u_650
i_309,4,888703258,u_605
i_228,3,877910305,u_800
i_511,4,885943651,u_422
i_60,2,875035487,u_826
i_318,5,877888527,u_264
i_544,4,875373945,u_912
i_408,4,885349476,u_393
i_970,3,875731022,u_845
i_32,2,877108123,u_864
i_77,1,879540078,u_404
i_652,4,888844557,u_530
i_136,1,888558539,u_769
i_491,5,880585068,u_429
i_58,4,891445140,u_637
i_403,3,875104193,u_792
i_189,4,882074262,u_30
i_209,5,878179608,u_862
i_112,4,886479528,u_379
i_219,4,886610840,u_887
i_147,1,879310883,u_491
i_186,4,884901210,u_340
i_209,4,877196633,u_317
i_1014,1,892838591,u_126
i_646,3,891385752,u_80
i_670,3,891308515,u_608
i_552,3,880390153,u_498
i_361,3,884209264,u_85
i_320,2,884140115,u_41
i_22,4,892528771,u_804
i_601,4,886287290,u_696
i_860,5,892484951,u_318
i_527,1,879112415,u_450
i_137,3,882385065,u_421
i_361,3,891401410,u_757
i_417,3,882342354,u_394
i_864,5,891044481,u_543
i_1013,3,891499875,u_353
i_548,2,877935392,u_37
i_694,4,878769668,u_95
i_83,3,891281077,u_718
i_166,4,887924683,u_467
i_480,4,882827574,u_47
i_512,5,880354250,u_352
i_355,4,888465582,u_167
i_54,3,876695259,u_639
i_712,3,885428386,u_892
i_372,3,879969064,u_91
i_256,4,879572540,u_45
i_694,4,879619107,u_531
i_136,3,883390497,u_437
i_6,4,884067503,u_136
i_971,4,879183019,u_920
i_1292,4,891224840,u_612
i_95,5,874834481,u_18
i_250,4,880117361,u_626
i_207,5,878183137,u_70
i_357,5,892845604,u_412
i_28,3,884322379,u_516
i_491,5,891034444,u_664
i_574,3,893265191,u_63
i_110,5,891033525,u_825
i_495,4,888521116,u_674
i_321,2,883427640,u_692
i_528,2,885810309,u_556
i_583,3,878848612,u_742
i_25,2,879791049,u_96
i_117,3,876973777,u_107
i_464,4,884984955,u_75
i_593,5,885156478,u_784
i_125,5,888732719,u_739
i_135,4,879646986,u_413
i_608,3,892322382,u_312
i_157,5,883402900,u_477
i_528,1,891451036,u_100
i_314,5,875720717,u_111
i_49,5,876106729,u_721
i_375,5,877138395,u_713
i_114,3,890023557,u_576
i_350,3,877136628,u_161
i_1219,5,886480623,u_379
i_404,4,884290096,u_660
i_345,4,874792870,u_37
i_727,2,887161518,u_893
i_961,2,880606993,u_3
i_307,5,886123728,u_93
i_692,3,882385065,u_421
i_893,4,875650267,u_322
i_652,4,885712224,u_884
i_408,3,882063852,u_704
i_240,4,878919116,u_758
i_1000,1,888180081,u_262
i_264,3,891397819,u_695
i_371,5,882607955,u_584
i_770,5,884585247,u_238
i_49,4,891280894,u_718
i_798,3,879468123,u_15
i_34,4,879298295,u_215
i_635,3,883789212,u_607
i_406,4,887863914,u_648
i_225,4,879445735,u_404
i_534,2,883815577,u_70
i_158,4,886453305,u_373
i_46,3,879796138,u_708
i_129,5,889180888,u_184
i_571,5,884198772,u_154
i_852,4,882213596,u_644
i_513,3,877132015,u_895
i_568,4,884289897,u_660
i_204,4,889740394,u_182
i_622,3,892528690,u_804
i_483,3,875747829,u_27
i_534,1,877886221,u_264
i_390,2,883518834,u_692
i_629,3,882509971,u_394
i_101,5,885848314,u_83
i_53,4,888906012,u_68
i_179,4,879461567,u_476
i_274,1,893283948,u_678
i_218,4,876350443,u_596
i_25,2,880153253,u_649
i_118,4,875982051,u_463
i_570,5,884205151,u_845
i_635,4,880474606,u_32
i_280,4,882157227,u_135
i_532,3,880938370,u_366
i_148,5,886394730,u_455
i_175,2,878708465,u_729
i_261,5,891732335,u_177
i_367,4,889388697,u_471
i_740,5,879959138,u_304
i_384,5,883873940,u_496
i_73,3,891032367,u_396
i_195,5,886483753,u_379
i_154,5,879438570,u_332
i_403,4,874830313,u_889
i_53,1,885546112,u_402
i_147,3,891381709,u_646
i_33,4,875075300,u_224
i_491,3,883504564,u_502
i_47,4,883531003,u_479
i_565,4,876823018,u_512
i_247,5,883702171,u_511
i_482,4,882397145,u_58
i_73,4,875975237,u_98
i_594,4,886987354,u_87
i_23,4,881014550,u_200
i_668,2,874953526,u_116
i_423,4,888267419,u_447
i_1354,5,891384147,u_80
i_409,2,877833000,u_905
i_241,4,886031105,u_534
i_133,4,883783005,u_259
i_159,4,891196610,u_927
i_269,5,881200457,u_197
i_740,4,892782765,u_546
i_936,5,882403045,u_888
i_851,1,891375260,u_142
i_240,4,874853635,u_928
i_158,2,878738992,u_417
i_161,5,880924322,u_602
i_432,4,879449763,u_573
i_350,3,883765897,u_399
i_197,1,874829152,u_749
i_500,3,875306820,u_75
i_408,5,875374269,u_912
i_887,1,884635205,u_516
i_665,4,888632484,u_886
i_500,3,887746665,u_311
i_208,5,887912665,u_499
i_40,1,883752380,u_839
i_109,5,880233957,u_81
i_72,3,887853735,u_203
i_189,5,874786568,u_37
i_881,3,884836516,u_47
i_289,2,884219953,u_941
i_442,2,878940383,u_841
i_320,4,880036638,u_53
i_102,4,891298336,u_180
i_357,3,890451347,u_75
i_360,1,880392482,u_366
i_648,3,875288748,u_912
i_208,4,875744173,u_110
i_231,3,889909934,u_162
i_834,3,884050247,u_479
i_678,3,875680668,u_867
i_52,4,879434832,u_365
i_209,4,875323676,u_246
i_29,5,892431607,u_25
i_77,5,882842195,u_779
i_491,5,880935738,u_919
i_621,3,884036683,u_668
i_78,5,879524151,u_129
i_240,5,884197068,u_154
i_758,4,890670638,u_777
i_273,1,888556746,u_769
i_502,3,891031309,u_897
i_197,3,885954238,u_615
i_240,5,877720297,u_131
i_225,5,882385210,u_421
i_362,3,886288624,u_696
i_251,3,884111029,u_41
i_471,4,880524943,u_374
i_145,4,883390366,u_437
i_510,4,880602804,u_3
i_311,3,879457812,u_628
i_458,3,879876110,u_54
i_526,5,891550952,u_62
i_492,3,884534649,u_231
i_68,3,883599302,u_9
i_1171,3,880333383,u_369
i_225,5,891383987,u_80
i_64,3,888907015,u_68
i_114,4,879193625,u_920
i_209,4,880044697,u_369
i_278,3,876522360,u_11
i_102,1,891450755,u_100
i_288,3,888555897,u_769
i_433,3,881011697,u_185
i_83,3,875318267,u_335
i_45,5,891303950,u_359
i_118,3,884634679,u_516
i_743,3,887160270,u_893
i_24,2,880122809,u_736
i_350,1,891456350,u_100
i_890,2,882821705,u_235
i_4,5,884828744,u_826
i_344,1,876071243,u_487
i_135,3,883530644,u_479
i_632,3,883956417,u_98
i_427,3,885953804,u_615
i_758,4,878848533,u_742
i_362,3,880153639,u_649
i_222,2,880929564,u_137
i_622,4,878855756,u_440
i_376,5,892718965,u_701
i_273,5,881958414,u_493
i_353,4,889241426,u_133
i_204,4,880416137,u_892
i_942,3,886031786,u_534
i_105,4,886367100,u_688
i_508,5,886612198,u_442
i_140,5,880159172,u_899
i_335,4,883352762,u_592
i_117,5,885943713,u_422
i_1107,4,879821065,u_281
i_1028,2,881959745,u_447
i_462,4,888640684,u_739
i_261,2,887741960,u_387
i_322,4,882153987,u_117
i_406,2,891549683,u_62
i_652,3,886831501,u_939
i_117,1,892871253,u_577
i_243,3,881547719,u_282
i_75,4,884883476,u_644
i_122,3,882956551,u_584
i_355,4,879532460,u_460
i_137,3,885809447,u_556
i_251,3,886377483,u_818
i_226,3,875717020,u_392
i_95,4,892835778,u_126
i_535,4,891388035,u_104
i_211,3,893194607,u_790
i_130,3,887431647,u_118
i_30,4,892549497,u_669
i_865,2,890032056,u_576
i_289,5,884471835,u_929
i_356,4,885954019,u_615
i_935,2,875747635,u_27
i_31,5,879517193,u_138
i_23,2,877910538,u_800
i_198,5,876675152,u_683
i_465,2,888475101,u_650
i_297,4,879439137,u_787
i_156,4,889388743,u_471
i_324,4,880181910,u_885
i_166,4,888632443,u_489
i_329,4,891694218,u_880
i_874,4,891410124,u_176
i_767,4,889909445,u_162
i_320,5,882827020,u_47
i_505,4,884534968,u_231
i_355,4,875747319,u_27
i_274,4,888687055,u_648
i_288,5,892696268,u_376
i_78,5,891517259,u_669
i_51,4,880392482,u_366
i_120,4,880953441,u_591
i_369,4,879531504,u_622
i_129,4,875727821,u_690
i_378,5,882813143,u_847
i_257,3,888267158,u_447
i_425,4,880582945,u_181
i_24,4,886523078,u_347
i_112,4,885715827,u_884
i_311,5,885954053,u_615
i_297,4,882373231,u_442
i_982,4,879829265,u_102
i_807,5,891262635,u_723
i_72,4,888602513,u_277
i_277,5,880870205,u_377
i_289,1,882811742,u_847
i_1316,5,879438837,u_498
i_523,5,875731105,u_845
i_36,5,882955543,u_584
i_547,4,879523104,u_17
i_431,3,879447030,u_835
i_351,5,878438403,u_814
i_303,4,887840517,u_499
i_681,3,891692044,u_880
i_813,3,876699526,u_409
i_68,3,879435415,u_904
i_100,3,880314529,u_147
i_231,4,880525540,u_374
i_162,4,875801778,u_116
i_26,3,875045190,u_405
i_956,3,891172402,u_124
i_50,5,891308979,u_608
i_73,5,884196765,u_154
i_426,2,880916070,u_237
i_427,3,875000499,u_342
i_577,4,884748708,u_309
i_268,4,877370319,u_334
i_640,4,877636556,u_74
i_649,2,879444081,u_430
i_528,4,880925453,u_602
i_876,4,886394576,u_455
i_528,5,889827918,u_466
i_86,4,891032412,u_396
i_151,2,893264766,u_63
i_657,5,889178833,u_184
i_97,5,892521554,u_523
i_725,3,880484476,u_202
i_65,4,878183985,u_70
i_597,3,891698174,u_254
i_661,5,884205114,u_85
i_969,4,877225599,u_432
i_34,3,888204841,u_52
i_98,4,879440600,u_797
i_278,1,875133458,u_826
i_931,2,892842738,u_908
i_719,5,884968415,u_268
i_72,3,892871252,u_577
i_497,1,888442404,u_167
i_261,4,891536426,u_625
i_112,5,889069709,u_208
i_1,4,891397015,u_695
i_29,3,880420353,u_284
i_474,3,891561806,u_819
i_95,3,884705913,u_160
i_380,3,891400342,u_326
i_347,5,884182891,u_5
i_982,4,879444117,u_430
i_675,3,886568162,u_694
i_555,3,891480175,u_308
i_57,2,881379954,u_890
i_949,1,879446228,u_404
i_331,2,891035438,u_823
i_558,1,875744501,u_110
i_523,1,888398329,u_76
i_284,3,887822681,u_311
i_500,3,884992175,u_341
i_575,2,878695903,u_808
i_547,4,880241913,u_875
i_113,3,891017736,u_248
i_297,4,875731370,u_845
i_83,5,885666956,u_632
i_656,5,885605834,u_633
i_77,4,880416176,u_892
i_971,2,888479582,u_871
i_474,3,876251895,u_116
i_1,5,877556626,u_220
i_18,3,884366187,u_226
i_1103,5,887938392,u_203
i_801,3,888299899,u_662
i_120,4,879969642,u_408
i_657,3,885921710,u_931
i_970,4,887770507,u_431
i_1097,5,885873006,u_90
i_491,3,882157258,u_135
i_294,3,874947923,u_342
i_347,3,888513026,u_211
i_695,4,879793493,u_566
i_1316,2,884642958,u_715
i_559,4,882164927,u_117
i_1148,2,880568109,u_374
i_1127,4,891269584,u_350
i_1254,1,878962496,u_35
i_320,5,879960826,u_304
i_408,5,880473942,u_32
i_1017,2,889237055,u_269
i_100,4,881105340,u_56
i_323,4,887819860,u_311
i_1348,5,892791062,u_463
i_432,2,879441672,u_243
i_148,2,875288749,u_912
i_101,4,884493862,u_697
i_113,4,880130951,u_173
i_181,4,878746792,u_222
i_476,4,881977488,u_752
i_148,2,878962465,u_35
i_57,4,878847645,u_742
i_751,4,891560842,u_170
i_166,4,875323745,u_246
i_215,4,884883616,u_644
i_376,5,883352600,u_592
i_141,3,874833705,u_18
i_860,5,877556988,u_220
i_5,5,877880474,u_22
i_200,5,877665324,u_139
i_230,5,886404617,u_717
i_719,5,885767336,u_712
i_186,4,880139526,u_661
i_822,3,880925200,u_602
i_251,5,886610341,u_887
i_474,3,874854338,u_928
i_781,2,875747635,u_27
i_82,4,881605433,u_666
i_148,5,884814668,u_340
i_669,3,879647749,u_413
i_695,4,879543454,u_261
i_329,2,879453965,u_102
i_201,3,891721974,u_90
i_340,4,878962866,u_35
i_516,3,884646468,u_395
i_244,5,877107500,u_255
i_337,3,882670406,u_617
i_719,4,884229092,u_914
i_99,5,879439061,u_530
i_231,5,887039164,u_842
i_746,3,880314772,u_147
i_810,5,892002353,u_267
i_176,3,879563367,u_457
i_382,3,874955210,u_144
i_832,3,874964991,u_618
i_311,3,885844481,u_563
i_436,5,888639642,u_739
i_973,4,880869303,u_876
i_628,5,884364950,u_69
i_147,2,875744173,u_110
i_758,4,883948495,u_837
i_457,3,880178367,u_885
i_201,3,878738643,u_417
i_423,4,882642831,u_369
i_935,3,877879206,u_121
i_513,3,880870299,u_782
i_1023,1,882607690,u_584
i_189,5,879532478,u_460
i_693,2,878759898,u_491
i_820,2,882387505,u_421
i_93,4,876232997,u_551
i_925,1,884326755,u_786
i_340,2,886443161,u_65
i_678,4,879744143,u_416
i_544,3,879525002,u_129
i_891,3,879693608,u_386
i_707,2,891387979,u_646
i_294,3,882386533,u_421
i_512,3,880756504,u_815
i_41,3,886921847,u_601
i_52,3,884304447,u_88
i_861,3,879640261,u_45
i_1031,2,884714204,u_95
i_191,5,891016193,u_248
i_229,5,890725951,u_777
i_81,5,875653579,u_65
i_451,1,878962349,u_35
i_873,5,880913800,u_37
i_172,4,876550778,u_551
i_218,4,879797555,u_708
i_232,3,877663383,u_139
i_491,3,879633467,u_213
i_11,3,892777694,u_714
i_447,2,885991316,u_860
i_519,3,888979074,u_785
i_246,2,874834308,u_18
i_58,4,875680871,u_143
i_623,5,887646979,u_796
i_134,3,885808738,u_556
i_1295,3,889729749,u_387
i_174,4,879454628,u_126
i_734,4,887160000,u_893
i_266,5,886395311,u_455
i_525,1,876974298,u_107
i_376,3,888179833,u_262
i_62,1,886287405,u_696
i_317,5,891352778,u_38
i_528,3,875660494,u_65
i_1020,4,879454100,u_126
i_480,2,879195472,u_920
i_22,4,879456186,u_528
i_464,1,891723186,u_90
i_47,5,880234469,u_81
i_783,5,893213019,u_409
i_207,4,884131143,u_483
i_54,4,882360495,u_532
i_647,3,884239745,u_659
i_1048,3,875639061,u_793
i_404,4,878354829,u_469
i_367,4,882075994,u_30
i_734,2,887040097,u_842
i_206,5,884153712,u_686
i_526,2,882399615,u_58
i_165,4,875074720,u_224
i_106,5,875996932,u_776
i_157,4,879896109,u_892
i_856,4,881698933,u_817
i_5,4,880844175,u_907
i_120,4,886323648,u_8
i_608,3,889817888,u_1
i_391,2,883752660,u_839
i_1009,4,886609977,u_887
i_31,5,891439130,u_132
i_316,1,884750992,u_309
i_347,2,891478796,u_308
i_1180,4,884140522,u_41
i_56,1,875072631,u_118
i_357,2,875320398,u_84
i_133,4,891920763,u_926
i_1116,2,891566976,u_330
i_131,2,882386711,u_421
i_277,5,874777890,u_635
i_960,2,891036753,u_333
i_53,4,887314352,u_314
i_256,4,882826347,u_47
i_554,4,889028692,u_767
i_864,4,891384673,u_80
i_834,3,889912569,u_162
i_401,3,874863803,u_542
i_360,1,881649273,u_558
i_85,5,889964348,u_503
i_647,4,876536773,u_878
i_179,3,879821037,u_281
i_289,5,878771242,u_636
i_479,4,879465242,u_159
i_189,5,887762799,u_671
i_218,3,879445841,u_797
i_342,3,875124495,u_826
i_317,3,877399658,u_391
i_49,5,874774575,u_20
i_296,3,876033265,u_883
i_72,3,881262307,u_590
i_559,4,877212085,u_627
i_456,3,879796651,u_708
i_247,3,878739771,u_300
i_544,4,875639212,u_793
i_513,3,882205321,u_493
i_50,3,884067175,u_136
i_189,4,875340062,u_594
i_49,3,878849052,u_742
i_490,2,892502651,u_819
i_339,5,885605095,u_633
i_1234,1,888557557,u_769
i_101,4,879669087,u_57
i_168,3,880524614,u_374
i_459,3,877886029,u_264
i_1348,4,886569278,u_633
i_985,1,883840965,u_76
i_814,3,874786439,u_37
i_656,2,882813143,u_847
i_232,4,884496984,u_285
i_527,3,892679163,u_119
i_518,5,879572516,u_45
i_317,3,881170528,u_755
i_471,4,879723073,u_906
i_511,3,887473937,u_650
i_41,3,875729710,u_630
i_665,4,891545044,u_325
i_330,4,881373838,u_454
i_16,2,889502756,u_22
i_156,4,891455610,u_747
i_166,4,891363617,u_775
i_436,4,891190960,u_927
i_820,3,891449363,u_917
i_719,2,890880970,u_137
i_5,4,875653519,u_65
i_31,5,884364502,u_226
i_420,3,889654638,u_195
i_728,3,874792794,u_37
i_389,3,888905736,u_68
i_740,4,880961600,u_374
i_54,1,876539129,u_878
i_275,5,887042341,u_842
i_573,4,875462965,u_504
i_36,5,877907157,u_578
i_407,4,878938982,u_841
i_155,4,880242933,u_875
i_240,5,891032872,u_897
i_514,2,881086757,u_518
i_748,4,879111454,u_450
i_434,2,885679411,u_46
i_1341,2,889289618,u_859
i_335,2,888529180,u_656
i_170,4,887158635,u_893
i_1022,5,874784638,u_153
i_363,1,889503564,u_22
i_141,5,882622481,u_687
i_146,2,879573060,u_75
i_528,5,880160009,u_899
i_705,3,881651583,u_558
i_86,3,888639318,u_739
i_154,3,881179937,u_682
i_377,3,891397713,u_695
i_750,5,883601203,u_9
i_577,3,886724797,u_433
i_872,4,881695040,u_802
i_609,5,891692168,u_880
i_289,5,891382267,u_80
i_146,2,891357371,u_654
i_358,3,879216672,u_186
i_364,4,887739172,u_23
i_423,3,892502414,u_637
i_414,3,874956903,u_705
i_622,3,886366980,u_688
i_814,2,889568753,u_442
i_271,3,892335870,u_19
i_181,4,879484563,u_15
i_139,5,891192338,u_385
i_851,1,878961668,u_35
i_764,3,879877208,u_54
i_257,3,888907061,u_68
i_561,5,891694276,u_880
i_292,4,891371186,u_646
i_347,3,881694693,u_802
i_610,2,880475408,u_569
i_60,3,884584386,u_238
i_590,5,893212929,u_409
i_220,5,882389908,u_803
i_1073,3,879900011,u_539
i_371,4,879538327,u_321
i_567,3,885598989,u_494
i_317,4,879457857,u_628
i_197,1,879191691,u_530
i_347,5,876546866,u_315
i_767,2,891352626,u_38
i_509,4,882956321,u_584
i_295,2,882814189,u_847
i_855,4,874728396,u_845
i_114,2,879461567,u_476
i_744,5,884069544,u_11
i_1003,2,879714902,u_867
i_147,3,891409981,u_176
i_20,4,887660762,u_442
i_308,4,891904789,u_72
i_389,4,892668196,u_140
i_78,4,884207239,u_85
i_468,4,889731390,u_387
i_136,2,891376986,u_115
i_649,4,891209547,u_831
i_522,5,877877434,u_22
i_931,3,875320082,u_335
i_191,2,883354760,u_614
i_1023,3,874951616,u_175
i_120,5,890024289,u_576
i_26,4,882922927,u_123
i_33,3,888454637,u_711
i_60,3,874827526,u_889
i_835,2,879525695,u_17
i_734,4,882813990,u_847
i_523,3,883866004,u_496
i_1196,3,879874629,u_478
i_124,4,879646741,u_413
i_923,5,878956263,u_103
i_438,4,882373724,u_442
i_277,5,879460917,u_476
i_389,4,875975717,u_98
i_83,3,891025993,u_730
i_117,2,879373232,u_10
i_1018,4,875297410,u_75
i_164,4,881373756,u_454
i_309,5,884183016,u_5
i_1028,4,891309947,u_768
i_537,4,875550328,u_405
i_133,4,876697017,u_409
i_347,4,881012293,u_185
i_399,4,879384404,u_588
i_531,2,879373152,u_10
i_683,5,892431586,u_25
i_93,4,876525998,u_658
i_289,1,879633495,u_789
i_142,3,881695347,u_802
i_707,4,880755869,u_815
i_335,3,888479052,u_871
i_5,4,877105882,u_864
i_347,2,875673181,u_587
i_496,5,892333573,u_19
